,0,1,label
1660,처음 그 못 잊는 순간 희열과 후회를 담고 다시 널 만나러 갈 땐 여유를 갖기로 했지 너에게 가까이 갈수록 난 항상 새로 움을 안고 그래서 떨려 아직도 지금껏 계속 처음처럼 그렇게 분간이 안돼 왜 이러는지 여전히 특히 네 게 더 그런 것 같아 나를 웃음 짓게 너에게 가까이 갈수록 난 항상 새로 움을 안고 그래서 떨려 아직도 지금껏 계속 The first time everI saw your faceI thought the sun rosein your eyes 분간이 안돼 왜 이러는지 여전히 특히 네 게 더 그런 것 같아 나를 웃음 짓게 너에게 가까이 갈수록 난 항상 새로 움을 안고 그래서 떨려 아직도 지금껏 계속 처음처럼 그렇게 The first time everI saw your faceI thought the sun rosein your eyes,활력,12
1661,It’s messed up 신이 만든 heavenly star 하얀 눈과 멋진 온도 빛 It just hearts 조그마한 상처 모여 되돌리긴 벌써 늦었나,활력,12
1662,아주 먼 곳 숨겨 진 판도라와 비밀 열쇠 오로라 색 푸른빛 너와 나의 서약 안엔 HUSH 빨간 장미꽃 커져 쉿 괴물은 미물이 돼 어른들은 또 빠른 답 원해 조용하게 이 숨결을 느껴 HUSH 아름답게 빛이나 쉿 버티는 꿈들처럼 어른들은 또 빠른 답 원해 귀 기울여 Again for the rest of our livesIt's not bad 암흑 속을 지나 날아매일 상상했던,짜증,10
1663,twinkle starIt's not bad 너를 만날 생각에 난 아픔조차 못 느껴졌어 아주 먼 곳 숨겨 진 판도라와 비밀 열쇠 오로라 색 푸른빛 너와 나의 서약 안엔 HUSH 빨간 장미꽃 커져 쉿 괴물은 미물이 돼 어른들은 또 빠른 답 원해 조용하게 이 숨결을 느껴 HUSH 아름답게 빛이 나 쉿 버티는 꿈들처럼 어른들은 또 빠른 답 원해 귀 기울여 Again for the rest of our livesHUSH 우리 시계는 커져 쉿 초침은 느리게 돼 어른들은 또 빠른 답 원해 조용하게 이 바람을 느껴 HUSH 함께 이름 붙여 준 쉿 저 하늘 별들처럼 우리들은 또 다른 답 원해 귀 기울여 Again for the rest of our lives,활력,12
1664,시간 지나 봄이 겨울 지 나도 사랑함은 버텨 꽃피우겠지 계절 지나고 식어 가는 마음 괜찮아 No matter how much time goes by 남겨 놓은 흔적과 따라 놓은 말과 rain 널 사랑한다는 거야 운치 있는 날과 나를 담고 있는 너의 Life 우리 위에 떴던 달과 지나갔던 예쁜 말만 묻은 붓이 팔레트 위를 지나갈 땐 온 세상에 칠해 지겠지,활력,12
1665,Yes it’s 꿈 but it’s TrueMidnight blue make me 숨그 길이 너를 알려준 거면 I can touch the skyI wish time to stopYes it’s 꿈 but it’s TrueMidnight blue make me 숨그 길이 너를 알려준 거면 I can touch the skyI wish time to stopI'm always scaredwhen morning comes 날 안아 햇살에 갇힌 마음 그대로 놔둬 줘 베개에 묻은 너의 향수를 마셔 괜찮아 조금 늦어도 너의 팔베개는 언젠가 사라질 걸 알면서도 고집을 부리네,활력,12
1666,오늘이 가도 내일은 더 아름다워 진 너로 내 빈 잔이 꽉 채워질 걸 알아 Yes it’s 꿈 but it’s TrueMidnight blue make me 숨그 길이 너를 알려준 거면 I can touch the skyI wish time to stopYes it’s 꿈 but it’s TrueMidnight blue make me 숨그 길이 너를 알려준 거면 I can touch the skyI wish time to stopI’ll be right there 지쳐 힘이 들 때 이 밤의 끝에 비친 고민의 색 no moreI’m in love 물론 내가 바라보는 모든 것 I’ll be right there 지쳐 힘이 들 때 사랑한 뒤에 오는 이 밤의 색 I’ll be right there 네 가 힘이 들 땐 날 사랑한 뒤에 거기 있으면 돼 거기 있어 주면 돼,활력,12
1667,반쯤 닫힌 네 창문을 타고 낯선 휘파람 소리 들려오니 굳이 오지도 않는 잠에 빠지지 말고 지금 더 늦기 전에 내려와 봐 숨 가 삐 달려온 네 평범한 하루 위 네 손을 꼭 잡고서 걷고 싶은 밤인 걸 별 계획 없이 Dancing round each other 이 순간 네 맘도 예외일 것 같진 않은데 어느새 우린 그 끝을 모른 채무의식 깊은 한 곳이 동요돼 더 망설일 틈 없이 선을 넘은 그 순간 왠지 아슬한 Tension 놀라운 Motion 두 발이 땅에 뜬 듯해 온몸엔 살짝 힘을 빼이 기분의 원인네 무드로 채워 줘 Feel the same 텅 빈 내 맘까지 다 다채로울 오늘 밤 아득한 저 우주 위 사랑이란 Chemistry 끝내 서로에게 Finally sinking in 우린 같은 걸 느껴 묘한 Emotion 그 모든 시작과 끝이 감정에 AttentionAttention 눈부신 야경 위 펼쳐진 둘만의 여행 상상만으로 과분한 형용 못 하게 조금 거창한 yeah이 밤의 루트를 다 예측할 순 없기에 길을 잃어도 네 옆에선 더 큰 세상을 봐 이대로 우린 시간도 잊은 채 서로의 깊은 한 곳이 공유돼 네 왼쪽 편에 선 채 손을 잡은 그 순간 왠지 아슬한 Tension 놀라운 Motion 두 발이 땅에 뜬 듯해 온몸엔 살짝 힘을 빼이 기분의 원인네 무드로 채워 줘 Feel the same 텅 빈 내 맘까지 다 다채로울 오늘 밤 아득한 저 우주 위 사랑이란 Chemistry 끝내 서로에게 Finally sinking in 우린 같은 걸 느껴 묘한 Emotion 그 모든 시작과 끝이 감정에 Attention 가장 밝은 별을 손에 쥔 듯한 보다 아름답고 원초적인 Light 그게 넌 역시 사랑이란 걸 알잖아,활력,12
1668,왠지 아슬한 Tension 놀라운 Motion 두 발이 땅에 뜬 듯해 온몸엔 살짝 힘을 빼이 기분의 원인네 무드로 채워 줘 Feel the same 텅 빈 내 맘까지 다 다채로울 오늘 밤 아득한 저 우주 위 사랑이란 Chemistry 끝내 서로에게 Finally sinking in 우린 같은 걸 느껴 묘한 Emotion 그 모든 시작과 끝이 감정에 AttentionAttention,활력,12
1669,Who am I 거울 속의 내게 말을 걸어 봐 이미 내 손을 떠난 듯한 Do or Die 가시처럼 맘을 파고드는 Warning signYeah yeah 너를 비춘 Long night 끝을 모르게 깊어져 가고 So long 널 그리던,활력,12
1670,All night 한계를 넘긴 모든 게 나를 덮친 밤 I’m Sorry SorrySweet 한 순간들 속 Salty 곧 알게 할 것 같아 창 밖의 어둠이 감춰 줄 너와 내 StoryLittle Salty 널 향하는 모든 게 잔잔했던 날 흔들어 놔 남 김 없이 원할게,활력,12
1671,When I say Sorry 펼쳐 내 좀 더 뜨겁게 That’s right 빛을 내리고 Let’s fly 더 휘날리고 어지럽게 춤을 추는 듯해 숨 막히게 아름다운 DanceYou got it Got it 흐드러진 세상을 열 Master keyThat’s right That’s right 좀 더 멀리 우리 떠내려 가 I’m Sorry SorrySweet 한 순간들 속 Salty 곧 알게 할 것 같아 창 밖의 어둠이 감춰 줄 너와 내 StoryLittle Salty 널 향하는 모든 게 잔잔했던 날 흔들어 놔 남김없이 원할게,활력,12
1672,When I say Sorry 모든 걸 맡긴 채 우린 Yeah yeah 아득한 눈빛에 빠져 Yeah yeah 천천히 녹아 들어 Oh yeahI’m Sorry SorrySweet 한 감각 너머 Salty 곧 알게 할 것 같아 매 순간 더 깊이 우릴 중독 시킬 TastyLittle SaltyI’m Sorry SorrySweet 한 숨결 너머 Salty 너도 느낀 것 같아 돌이킬 수 없이 날 더 중독 시킨 ShawtyLittle Salty 널 원하는 모든 게 거침없이 날 흔들어 놔 몇 번이고 원할 게 When I say Sorry,활력,12
1673,어디쯤 이런 바람이 불어온 건지 자꾸만 나를 한 걸음씩 떠 밀어 어지 러 수풀 사잇길 헤매는데 마침 익숙 히 스친 멜로디 na na na na na na 고 갤 돌린 순간 날 불러낸 듯한 oh you oh my 난 빠져들어가 for loveLoving you feels like I’m dreaming 난 널 따라 어디까지 온 걸까,활력,12
1674,noLoving you feels like I’m dreaming 넌 날 알아 너의 이름이 뭐야? Nohuh 신세계 같아 여기는 oh my my my 둘러보기도 바빠 not tired tired tired 순간 어디선 가 몰래 나 타 나미 소만 남긴 cheshire cat이 모두를 내게 만다 열어 준 듯한 oh you and I 더 빠져들어가 for loveLoving you feels like I’m dreaming 난 널 따라 어디까지 온 걸까,활력,12
1675,no Loving you feels like I’m dreaming 넌 날 알아 너의 이름이 뭐야? no 걸음이 아주 빨라 저만치 나를 앞서 그럼 눈을 감 어 그렇게 너를 찾아 쏟아 낸 질문 그저 티 없이 넌 미소 지을 뿐 다시 한번 되물었어,활력,12
1676,no 너의 이름이 뭐냐고 my cherry blossomIt ain’t fall yet so don’t leaveWe can solve it(We can solve it)Loving you feels like I’m dreaming 꿈만 같아 깨어나고 싶지 않아 noLoving you feels like I’m dreaming 숨이 가빠 헤어나고 싶지 않아 no,활력,12
1677,수 없이 많은 밤을 채우고 있던 빛나던 모든 게 다 사라져 있었어 언제나 나의 꿈과 기억 속에 머물러 있던 날 희미한 빛을 따라 헤매고 있어 오래지 않아 거리를 밝혀 주던 불빛들 꺼지면 tonight beautiful starforever you are 오직 나만의 빛이 되어 full of the starwherever you are 너를 찾아 갈 거야 밤하늘 별빛들 더 밝아 오면 그 모든 빛을 담아 너에게 줄게 가만히 손끝에 널 그려 보면 아른거리는 얼굴이 선명한 빛이 되어 흐르고 있어 꾸밈없는 말과 너의 미소가 별이 쏟아지듯 내게 다가와 두 눈을 감아 오늘 밤 내 꿈속에 너를 닮은 별을 찾고 있어 tonight beautiful starforever you are 오직 나만의 빛이 되어 full of the starwherever you are 항상 너의 곁에 tonight beautiful starforever you are 오직 나만의 빛이 되어 full of the starwherever you are 너를 찾아 꾸밈없는 말과 너의 미소가 별이 쏟아지듯 내게 다가와 두 눈을 감아 내 손을 잡아 오늘 밤 내 꿈속에 너를 찾고 있어,활력,12
1678,황홀한 눈빛을 따라 가내 눈 속에 비친 널 마주 앉아 파도 소리 들려오니 영화 속의 장면 같아 흔들리는 파도 소리에 설레는 내 맘도 너에게 닿을까,승리,6
1679,진 심 한 방울 꺼 내 어 너에게 가져다줄까 어둠 내린 바다의 등대가 되어 비출 게다가 오는 비바람 앞에 단 하나의 빛이 되어 줄게,이별,9
1680,끝 없이 펼쳐지는 어두운 바다 위에 너와 내 사이의 은하수를 만들어 파란 별 바다로 부딪치는 파도에 쓸려 아파한 네 모습 눈물이 보여 어깨 한 켠 내 어 주고 너의 반이 되어 줄게 흔들리는 파도소리에 혹시나 내 맘이 너에게 닿을까,이별,9
1681,진 심 가득 한 단어에 마음 담아 전해 줄까 어둠 내린 바다의 등대가 되어 비출 게다가 오는 비바람 앞에 단 하나의 빛이 되어 줄게,이별,9
1682,끝 없이 펼쳐지는 어두운 바다 위에 너와 내 사이의 은하수를 만들어 파란 별 바다로 끝없이 내려오는 은하수 별 아래 너와 나 사이에 별 이름 하나 붙이고 서로 닮은 별 하나 찾아 너에게 보내온 통 너와 날 닮은 별 바다 아래 파란 별 바다로 파란 별 바다로,기쁨,1
1683,속삭여 줄래,이별,9
1684,넌 날 깨우는 DejavuNow is it you now 피어날 듯해 날개 달린 신기루 How Is it true now 날 감 싸 안아 주는 Wind 새로 깨어나는 느낌 나를 채워 가는 눈빛 You 어쩌면 꿈인 것 같아 이 순간 DreamsDreams may come true 넌 마치 Fly like a Butterfly 날 멀리 데려갈 Wings Wings 이대로 Fly like a Butterfly 귓가엔 바람 소리 Wing Wing WingFly like a Butterfly 난 닿을 듯해 I better be around youFly like a ButterflyFly like a ButterflyI better be around you 아찔 해져 가 내 주위 모든 것이 BlueNow with you you now 접힌 종이 달 그 사이를 맴돌 듯 I better be around you 시작은 작은 날 개짓이제 내 맘의 HurricaneBeen been therenever been been there 세계가 점점 작아져 가 데려 가줘 Way too far 새로 워져 이 순간 DreamsDreams may come true 넌 마치 Fly like a Butterfly 날 멀리 데려갈 Wings Wings 이대로 Fly like a Butterfly 귓가엔 바람 소리 Wing Wing Wing 이대로 Fly like a Butterfly 난 닿을 듯해 I better be around youFly like a Butterfly 저 끝까지 Fly like a Butterfly 더 멀리 까지 Fly like a Butterfly 저 끝까지 Fly like a ButterflyI better be around you 구름 위의 싱크로나 이즈 새로운 이 느낌 Bling bling shinelike a starlight 숨이 멎을 듯한 Time 점점 완벽 해져 가 Let me fly right now 넌 마치 Fly like a Butterfly 더 높이 날 아가 줘 Wings Wings 이대로 Fly like a Butterfly 스치는 바람 소리 Wing Wing WingI better be around youFly like a Butterfly 저 끝까지 날 멀리 데려갈 Wings Wings 더 멀리 까지 이대로 Fly like a Butterfly 귓가엔 바람 소리 난 닿을 듯해 I better be around you,활력,12
1685,달이 익어 가니 서둘러 젊은 피야 민들레 한 송이 들고 사랑이 어지러이 떠다니는 밤이야 날 아가 사뿐히 이루렴,이별,9
1686,팽팽 한 어둠 사이로 떠오르는 기분이 거대한 무중력에 혹 휘청 해도 두렵진 않을 거야 푸르른 우리 위로 커다란 strawberry moon 한 스쿱나에게 너를 맡겨 볼래,짜증,10
1687,eh-oh 바람을 세로 질러 날아오르는 기분 so cool 삶이 어떻게 더 완벽해 ooh 다시 마주하기 어려운 행운이야 온몸에 심장이 뛰어 Oh 오히려 기꺼이 헤매 고픈 밤이야 너와 길 잃을 수 있다면 맞잡은 서로의 손으로 출입구를 허문이 무한 함의 끝과 끝 또 위아래로 비행을 떠날 거야 푸르른 우리 위로 커다란 strawberry moon 한 스쿱나에게 너를 맡겨 볼래,활력,12
1688,eh-oh 바람을 세로 질러 날아오르는 기분 so cool 삶이 어떻게 더 완벽해 ooh 놀라워 이보다 꿈같은 순간이 또 있을까,이별,9
1689,( 더 있을까),성적,0
1690,"아마도 우리가 처음 발견한 오늘 이 밤의 모든 것, 그 위로 날아 푸르른 우리 위로 커다란 strawberry moon 한 스쿱세상을 가져 보니 어 때 eh-oh 바람을 세로 질러 날아오르는 기분 so cool 삶이 어떻게 더 완벽해 ooh",활력,12
1691,알 수 없던 지난 날들은 또 아무 의미 없던 날들에 내게 다가온 너란 꿈 마치 빛나는 하늘의 별 같아 Tonight I wanna see your smile 깜빡이는 불빛 사이로네가 자꾸 보이는 듯해 기분이 묘해 oh 이상해 마치 비행기에 탄 듯한 기분이야,이별,9
1692,I just wanna see your face tonightI love you like a foollove you like a fool 그대가 어떤 말을 해도 좋은 걸어 두운 내 가슴 속 네가 들어와 환하게 비춰 주는 게 참 고마워 I like it baby I like it baby 좀 더 오랫동안 곁에 있을게,활력,12
1693,Cuz I love you babyI hope you say you love me too 기우는 달 그 저편도 너를 가릴 수가 없는데 그 어떤 노래 소리도 너의 목소리보다 아름답지 않아 And all I wanna see is youAnd all I want is to give you love 널 원하고 너만 보는 나야 I love you like a foollove you like a fool 그대가 어떤 말을 해도 좋은 걸어 두운 내 가슴속 네가 들어와 환하게 비춰 주는 게 참 고마워 I like it baby I like it baby 좀 더 오랫동안 곁에 있을게,활력,12
1694,I love you babyI hope you stay with me tonightFoolish just foolishFoolish my loveFoolish just foolishTonightFoolish just foolishFoolish my loveFoolish just foolish,짜증,10
1695,CAN I CALL U EVERY NIGHTALL NIGHT 너의 목소리에 빠져들어가 CAN I CALL U EVERY NIGHTALL NIGHT 잠에 들고 싶지 않아 늦은 밤 I’ll CALL YOU EVERYNIGHTU GOT EVERYTHING I WANTED 많은 생각들 녹아내려 네 목소리에 늦은 밤이 되면 괜히 니 생각이나 다시 폰을 잡게 되면 그 순간부턴 걷잡을 수 없이 흘러 가해가 쉴 새 없이 올라가 OH BABY 너도 나 같길 바 래혼 자 일방적이지 않게 When YOU’re With MEI feel SOMETHINGWhen YOU’re With MEI feel SOMETHINGCAN I CALL YOU EVERY NIGHTALL NIGHT 너의 목소리에 빠져들어가 CAN I CALL YOU EVERY NIGHTALL NIGHT 잠에 들고 싶지 않아 늦은 밤 Sweet dreams every nightWhen you whisper thru my ears 취해 버렸어,짜증,10
1696,wine 같은 너의 숨소리에 지친 하루 끝에서 또 니 생각이나 다시 전 활 걸게 되면 그 순간부턴 WON’T YOU PLZ COME OVER GIRLDON’T YOU KNOW BABY I’M WAITING 너무 많이 바라지 않아 지금 괜찮다면 내 곁에 있어 줘 우리 사이 빈 공간이 없도록 CAN I CALL U EVERY NIGHTALL NIGHT 너의 목소리에 빠져들어가 CAN I CALL U EVERY NIGHTALL NIGHT 잠에 들고 싶지 않아 늦은 밤 WooBabe,짜증,10
1697,I've been Dreaming 뭐든지 다 가능해 Come with me 끝없이 들린 이 멜로 딘 우리의 Language ummPlay that music so 너의 꿈이 느껴져 느껴져 반복된 이 음악 속에 하나가 돼 너와 나 너와 나 너도 알잖아,활력,12
1698,통하는 맘자유로 워 너와 난 지금 시선이 점점 얽힌 순간 시작되는 너와 나의 꿈 내 안에 깨어나는 Something something 꿈속의 꿈을 건너 우린 이어져 드디어 만나게 된 Something something 깨고 싶지 가 않아 맞닿은 꿈속 I love that feeling 매일 기다렸어,활력,12
1699,너와 닿게 되길 꿈의 저편으로 Fallin' 희미하게 보이는 듯해 멀리 무의식의 Deep end그래 익숙한 듯 낯선 이 빛이 끌어당기네,활력,12
1700,언제 부턴 가 느껴지던,활력,12
1701,Resonance 무언가가 있는 듯해 꿈의 너머 꿈의 문턱을 넘어 눈 뜬 Nirvana 주위를 둘러봐 봐 온통 Dreamin’ Dreamin’ Dreamin’on these axis 각자의 자리에서 Go on 서로의 궤도가 맞닿을 때 펼쳐질 모습은 그 어떤 것도 모두 초월한 H.O .S to KOSMO그래 그 시간이 오면 We gonna shine like a supernova 눈빛만으로 다 알잖아,활력,12
1702,기적처럼 맞닿은 마음 같은 감정을 느낀 순간 현실이 돼 너와 나의 꿈 내 안에 깨어나는 Something something 꿈속의 꿈을 건너 우린 이어져 드디어 만나게 된 Something something 깨고 싶지 가 않아 맞닿은 꿈속 Yeah 좀 더 멀리 미지에 쌓인 H.O .S 난 열어 더 원해 우리만의 Conversation 대답해 이 순간 너로 해석되는 Melody 속에 담아 보낸 Message 커지는 이 공감 속에 원을 그려 하나가 돼 너와 내 꿈을 잇는 Something something 차원을 뛰어넘어 우린 이어져 더없이 분명 해진 Something something 우린 멈추지 않아 맞닿은 꿈속,활력,12
1703,웃음과 감정 느낌 baby it's all love 우리를 닿게 한 시간 속 공간까지 it's all loveI'm like we should beor maybe we could be 바람을 얹어 내게 보이는 것 하나하나 다,재미,7
1704,you know that it's all love 내가 보는 너에 겐 마냥 특별한 그 모든 게 스쳐 지나갈 때 내 조그만 마음에 사랑을 말해 stress에 안은 검해 부담 조차도 넣어 두면 돼 never need remindin' 같은 모습이 길 바라기에 하얘졌으면 해 이상이 그리 높지 않음에 다른 분들과 는 조금 다른 게 난 아무것도 걱정 안 해 널 알고 난 후 이렇게 아침거리처럼 평온한 게 난 하늘 위를 걸어서 너에게 나를 더 했어,활력,12
1705,it's what you do to me 내가 보는 너에 겐 마냥 특별한 그 모든 게 스쳐 지나갈 때 내 조그만 마음에 사랑을 말해 너가 보는 나에 겐 끝이 보이는 발걸음에 스며들어 갈 때 날 안아 준 마음에 사랑을 말해,이별,9
1706,날 데려다줘 멀리 이 바다 속은 내 겐 어울리지 않아 떠 있는 저 섬에 설 수 있을까,환상,3
1707,아마 닿을 수 없는 곳일 수도 있어 눈에 보이는 저기 먼 곳엔 찾을 수 있을까요,두려움,2
1708,내가 바라던 것 그 무엇이든 내게 손을 뻗어 줘 Be carefulCause we need to go far awayDo you believe in fairy tale 끝까지 가 utopia 손을 잡아 줘 Life is a fairy tale 그 속에 나와 같이 할 수 있는 누군가와 저기 저 섬으로 Do you believe in fairy tale 저 파 돈 나를 덮치고 해일이 몸을 밀쳐도 그 작은 속삭임이 나를 밀고 끌어 줘 모래 위엔 두 개의 발자국과 포개진 그림자 너와 나 Do you believe in fairy tale 끝까지 가 utopia 손을 잡아 줘 Life is a fairy tale 그 속에 나와 같이 할 수 있는 누군가와 저기 저 섬으로 Do you believe in fairy tale,활력,12
1709,I don’t know if I can dobut I can tell everybody somewhere 말하지 않아도 우리 같을 수 있다면 너와 어디든 같이 걸을 수 있다면 아 직까지 멀고 아득해 나에게는 같은 말만 계속 맴돌아 머릿속에는 너와 매일 밤 저 하늘 볼 수 있다면 세상 어디든 너와 함께 있다면 흠 흠감사해 I don’t know how to say,활력,12
1710,신비로 이 가려 졌던 비밀 장막 그 너머로 얼어붙은 두 그림자 단 위에 처음 오르는 두 신인 배우 우리 둘의 폼 지금 그래 꼭 난 뭔지 알 것만 같고 드디어 온 건가 감당이 안될 것만 같은 느낌이 자꾸 날 불러 네가 온 걸까 카운트 시작된 연극의 서막을 기다리듯 마음의 준비를 하고 질끈 두 눈을 감아 바르르 떨려 오는 두 입술이 닿는 순간 숨 멎을 듯한 Mute 온 우주가 All stop 찰나의 무언극이 된 사랑의 Climax 춤추는 속눈썹 우리의 첫 Ensemble Like a pantomime like a pantomime Like a pantomime 소리가 사라진 High-light Like a pantomime like a pantomime Like a pantomime 너와 나의 짜릿 한 첫 Kiss 어떤 현란한 대사로도 못 채워 어떤 달큼한 노래로도 못 메워 표정과 눈빛만으로 그린 완벽한 Scene 영원보다 길게 느껴질 첫 입맞춤의 A-cut 누구도 우릴 말리지 못해 그래서 이 건 비극이 못돼 못된 마음이 이기적이야 너란 무대의 주인공이야 달의 주문에 이끌려 파도가 밀려오듯 거스를 수 없는 거센 감정의 물결 와르르 쏟아지는 두 마음이 만난 순간 숨 멎을 듯한 Mute 온 우주가 All stop 찰나의 무언극이 된 사랑의 Climax 춤추는 속눈썹 우리의 첫 Ensemble 진공의 성 안에 멈춰 있어 아무런 소리도 없어 환상의 섬 안에 갇혀 있어 잠시만 이대로 둬 스르르 감긴 눈에 펼쳐지는 새로운 우주 숨 멎을 듯한 Mute Pause 무대 위 두 그림자 우리만 주인공이 된 흑백의 Background 절대 없을 거야 우리 슬픈 Epilogue Pause 무대 위 두 그림자 우리만 주인공이 된 흑백의 Background 절대 없을 거야 우리 슬픈 Epilogue Like a pantomime like a pantomime Like a pantomime 소리가 사라진 High-light Like a pantomime like a pantomime Like a pantomime 너와 나의 짜릿 한 첫 Kiss,활력,12
1711,푸르게 발끝 아래 번지는 수면 위에 달 물 안개 자욱하게 나를 덮어 순식간에 희미하게 홀로 난 어둠 속을 또 한없이 달려 봐도 저 멀리서 들려온 너희 미한 목소리 분명히 너인 듯해 Woo 짙어 지는 어둠 속 낯선 곳에 멈춰서 Woo 온몸이 굳은 채로 여기 서 있어 너의 빛이 번져 온 그 밤 들려줄래,이별,9
1712,what you wantedwhat you want whatyou want yeah 숨죽인 이 밤을 다 지 나날 부르는 소 릴 따라 눈을 뜬 순간 멀리 나를 도망치듯 달아 나 다시 너 와 나 다시 만나는 그 순간 말해 줄래,활력,12
1713,what you wanted 희미한 저 안개 속 미로 끝이 없는 통로 흩어 짐은 no more 내게 놓인 기로 짙은 밤 사이의 여정은 시작돼 발을 떼 난 너를 향한 끝에 길로 차갑게 식어 버린 심장이 다시 뛰지 저 멀리 날 비춰 주는 그 빛에 가까이 끝을 향해서 걸어 Woo 짙어 지는 어둠 속 낯선 곳에 멈춰서 Woo 그 끝에 누가 기다리고 있을까,환상,3
1714,너의 빛이 번져 온 그 밤 들려줄래,이별,9
1715,what you wantedwhat you want what you want yeah 숨죽인 이 밤을 다 지 나날 부르는 소 릴 따라 눈을 뜬 순간 멀리 나를 도망치듯 달아 나 다시 너 와 나 다시 만나는 그 순간 말해 줄래,활력,12
1716,what you wanted 눈을 감아 들려온 소리 나를 또 불러낸 소리 번져 오는 그 순간 who 다시 또 연결될 고리 더 아득 해진 어둠의 끝에서 youyeah 더 빈틈없이 시작을 꽃피워 wooGet it poppin’ Keep it comin’Bust it open I’ll be takin’Luceat Lux tuaHa ha ah 눈을 뜨면 결국 난 혼자 촉촉하게 번진 눈가 남 김 없이 비워 진 내 맘 들려줄래,활력,12
1717,what you wantedwhat you want what you want yeah 기나 길 던 어둠이 지나다 시 쓰는 이야기엔 나를 불러 줘 다시 믿어 뗄 수 없는 우린 Destiny 너와 나 다시 만나는 그 순간 말해 줄래,활력,12
1718,what you wanted,활력,12
1719,시간을 따라 걸으면 조금씩 같이 걸으면 어디에 있어도 함께 일 수 있겠지 너와 나 잠시 동안 곁에 머물렀던,이별,9
1720,너의 따스함이 남아서 밤새워 잠들 수 없는 걸 살며시 다가가 Oh oh 말해 주고 싶은 건우리 둘만의 셀 수도 없이 많은 그 비밀 come close to you 하늘 가득 물든 달빛 그 안에 너와 나 이렇게 시간이 멈출 때까지 꼭 기억할 게 널 다시 만날 수 있게 널 매일 꿈에서 그려 널 파랗게 물든 밤하늘에 너와 나 약속해 Love나 언제까지나 밤하늘 달빛이 돼 줄 게이 세상 모든 빛을 가득 채운 Full Moon 너와 내가 함께 했던 순간들 마치 저 하늘에 새겨 놓은 별 같아 그래 너는 아마 모르겠지만 이런 마음 알지 모르겠지만 조금 더 다가가고 싶은 걸 귓가에 말해 줘 Oh oh 너의 그 목소리로 우리 둘만의 말할 수 없이 더 많은 비밀 come close to meUh uhBaby without you 너는 내 우주 멀어 지면 안 돼 내 손을 꽉 잡아 나의 길을 더 더 더 밝게 비춰 줘 꼭 기억할 게 널 다시 만날 수 있게 널 매일 꿈에서 그려 널 파랗게 물든 밤하늘에 너와 나 약속해 Love나 언제까지나 밤하늘 달빛이 돼 줄 게이 세상 모든 빛을 가득 채운 Full Moon 내 맘 언제까지나 알 수 있다면 그렇게 영원히 우- 린 하나니 까 ahSleeping TimeSay my nameEvery Time every whereGood night 밤 하늘의 저 달빛이 깊게 잠들어도 너의 손을 놓지 않을게,활력,12
1721,꼭 기억해 줘 날 다시 만날 수 있게 날 매일 꿈에서 그려 줘 파랗게 물든 밤하늘에 너와 나 약속해 Love 영원히 빛나는 꿈결 같은 나의 맘처럼 새빨간 달빛으로 가득 채운 Full Moon,활력,12
1722,생각들은 잠시 꺼도 돼 나른 해진 몸을 기댄 채 아주 작은 숨소리조차 속삭임처럼 들려오는 밤 너와 난 Ooh 천천히 손끝으로 Ooh 어둠 속 서 롤 그릴 뿐 어지러운 세상 속 다른 건 다 지워 우리만 남도록 차갑도록 공허했었던 밤이 너 하나로 완벽 해지는 그림 Baby baby baby 우린 끝이 없는 춤을 추듯 꿈결 속을 헤엄치듯 Just me and you 때론 어떤 말보다 지금 같은 눈의 대화가 내 맘에 짙게 번져 가 너에게 더 깊게 헤어나지 못하게 No no no no 너와 난 Ooh 조금씩 물들여 가 Ooh 하나의 색으로 섞일 뿐 새롭게 태어나네,활력,12
1723,맘을 다 비워 나로 꽉 차도록 닫혀 있던,활력,12
1724,나를 열게 한 원인 말 없이도 전해 지는 그 맘이 Baby baby baby 마치 이 감정을 음미하듯 지그시 눈을 감고 지금처럼 내게만 집중해 줘 차갑도록 공허했었던 밤이 너 하나로 완벽 해지는 그림 Baby baby baby 우린 끝이 없는 춤을 추듯 꿈결 속을 헤엄치듯이 대로 Just me and youMe and youJust me me me me me and you 너와 난 이대로 닫혀 있던,활력,12
1725,나를 열게 한 원인 말 없이도 전해 지는 그 맘이 Baby baby baby 마치 이 감정을 음미하듯 지그시 눈을 감고 지금처럼 내게만 집중해 줘 차갑도록 공허했었던 밤이 너 하나로 완벽 해지는 그림 Baby baby baby 우린 끝이 없는 춤을 추듯 꿈결 속을 헤엄치듯이 대로 Just me and you,짜증,10
1726,Good night 오늘 밤엔 좋은 꿈만 꾸기를 Oh baby Good night 아침이 밝아 오기 전 까지는 내가 곁에 있어 줄게,짜증,10
1727,Baby good night 편하게 누워 봐 팔을 베고서 눈을 감아 봐 아무 생각도 하지 말고 눈을 감고 이 노래를 들어봐 편하게 잠들었으면 하는 마음을 담았으니까 오늘은 좋은 꿈만 꾸길 Oh ahOh ahOh ahOh ahOh ahOh ahOh ah 요즘 따라 너무 많은 고민을 하는 듯해요,활력,12
1728,걱정 말아요,짜증,10
1729,내일 아침 눈 떴을 때에는 전부 다 괜찮을 거에요 그러니까 걱정하지 마요,이별,9
